epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,424.689,1.5649,1.28654,1.29444,0.89895,0.66761,0.80984,0.39977,1.9416,1.38947,1.42119,0.00109574,0.00109574,0.00109574
19,447.888,1.56566,1.20249,1.25217,0.94643,0.66004,0.81463,0.41215,1.98185,1.42665,1.43124,0.00105975,0.00105975,0.00105975
20,471.471,1.54491,1.26981,1.29846,0.85953,0.5648,0.7098,0.35407,1.96866,1.45837,1.42991,0.00102267,0.00102267,0.00102267
21,494.67,1.5137,1.25649,1.27487,0.69328,0.59943,0.69071,0.34492,1.93826,1.4742,1.40451,0.000984663,0.000984663,0.000984663
22,516.99,1.5596,1.32,1.28013,0.86523,0.67519,0.78205,0.41256,1.83027,1.24232,1.35185,0.00094587,0.00094587,0.00094587
23,538.914,1.62321,1.28543,1.33991,0.80773,0.67519,0.76878,0.3985,1.85342,1.22941,1.39015,0.000906446,0.000906446,0.000906446
24,560.887,1.59182,1.23987,1.27572,0.81261,0.66173,0.75111,0.36485,1.94074,1.2508,1.43719,0.000866546,0.000866546,0.000866546
25,583.568,1.59413,1.28981,1.29248,0.7804,0.65631,0.7338,0.34191,1.97938,1.29224,1.45719,0.000826327,0.000826327,0.000826327
26,606.379,1.55365,1.24116,1.26132,0.84319,0.62829,0.75337,0.34042,1.98782,1.35643,1.45362,0.00078595,0.00078595,0.00078595
27,629.781,1.59793,1.29824,1.30823,0.83605,0.63542,0.75896,0.35684,1.95376,1.3823,1.41954,0.000745573,0.000745573,0.000745573
28,651.951,1.56326,1.29651,1.28531,0.76667,0.59754,0.696,0.33096,1.99686,1.40157,1.40592,0.000705354,0.000705354,0.000705354
29,675.797,1.59472,1.22385,1.26532,0.69072,0.61364,0.67397,0.32889,1.98302,1.39791,1.38536,0.000665454,0.000665454,0.000665454
30,698.042,1.6305,1.26861,1.30053,0.86083,0.61593,0.75056,0.37829,1.9466,1.24963,1.39342,0.00062603,0.00062603,0.00062603
31,722.12,1.55751,1.12414,1.23731,0.77709,0.68371,0.76109,0.39067,1.9659,1.2067,1.39706,0.000587237,0.000587237,0.000587237
32,745.314,1.48457,1.13568,1.2026,0.87469,0.71953,0.83455,0.42612,1.97392,1.16613,1.40498,0.000549228,0.000549228,0.000549228
33,767.844,1.58937,1.29041,1.3214,0.90493,0.70904,0.83748,0.42578,1.97837,1.14999,1.40685,0.000512153,0.000512153,0.000512153
34,790.852,1.51508,1.16048,1.27673,0.91523,0.75988,0.86389,0.43201,1.97614,1.12372,1.40798,0.000476158,0.000476158,0.000476158
35,814.045,1.55228,1.19024,1.27665,0.91801,0.77557,0.86627,0.43991,1.93267,1.14225,1.38046,0.000441387,0.000441387,0.000441387
36,837.072,1.54148,1.16387,1.2032,0.90188,0.76051,0.84625,0.42665,1.91003,1.16238,1.36289,0.000407975,0.000407975,0.000407975
37,859.686,1.5294,1.13118,1.23475,0.84337,0.78314,0.84536,0.42339,1.92599,1.18372,1.37616,0.000376055,0.000376055,0.000376055
38,882.35,1.53285,1.19115,1.23465,0.8472,0.71402,0.79394,0.40996,1.97186,1.21681,1.39616,0.000345752,0.000345752,0.000345752
39,905.895,1.52805,1.15389,1.21315,0.85076,0.71172,0.79189,0.40869,1.96414,1.22607,1.38992,0.000317187,0.000317187,0.000317187
40,928.062,1.39832,1.07109,1.21769,0.86022,0.72917,0.82057,0.4133,1.92795,1.21915,1.35928,0.000290471,0.000290471,0.000290471
41,951.536,1.36587,1.24832,1.14005,0.85856,0.75284,0.82868,0.42606,1.90873,1.21066,1.35034,0.000265712,0.000265712,0.000265712
42,973.391,1.41471,1.13995,1.12311,0.93947,0.73011,0.83492,0.43691,1.90172,1.22164,1.34584,0.000243005,0.000243005,0.000243005
43,1011.66,1.47061,1.11786,1.17,0.94833,0.71496,0.82866,0.43365,1.89798,1.23909,1.34529,0.000222441,0.000222441,0.000222441
44,1035.85,1.42775,1.17945,1.1684,0.93106,0.73769,0.83632,0.42776,1.90456,1.2693,1.35273,0.000204101,0.000204101,0.000204101
45,1058.34,1.43657,1.10809,1.18614,0.93028,0.72612,0.83007,0.42501,1.90717,1.264,1.35544,0.000188057,0.000188057,0.000188057
46,1080.89,1.47281,1.04095,1.17004,0.91256,0.73011,0.82239,0.40234,1.92293,1.22153,1.36207,0.000174373,0.000174373,0.000174373
47,1105.48,1.3732,1.00643,1.15963,0.89178,0.73847,0.83105,0.39839,1.92936,1.21504,1.3676,0.000163103,0.000163103,0.000163103
48,1127.89,1.36893,1.01533,1.1449,0.90253,0.7009,0.8208,0.39516,1.93783,1.20076,1.37539,0.00015429,0.00015429,0.00015429
49,1150.35,1.35468,0.98309,1.16188,0.91237,0.66815,0.80977,0.39945,1.94739,1.19722,1.38454,0.000147971,0.000147971,0.000147971
50,1172.56,1.37078,1.00385,1.147,0.8393,0.71402,0.80709,0.40264,1.95326,1.18847,1.39014,0.000144169,0.000144169,0.000144169
